Date,USD,AUS,CAN,SWF,DKK,EUR,GBP,HKD,IDR,JPY,KRW,MYR,NOK,NZD,SEK,SGD,THB,TWD,ZAR,AED,ARS,BRL,CNY,HUF,ILS,ISK,MXN,PHP,PKR,PLN,RUB,SAR,TRY,VEF,BHD
2019-02-18,71.387,50.887,53.917,71.043,10.8186,80.85,92.217,9.094,0.005093,66.9442,0.0633,17.461,8.2928,48.886,7.7135,52.59,2.2873,2.3157,5.0504,19.43,1.84,19.11,10.5455,0.254,19.73,0.5941,3.7093,1.3628,0.4618,18.65,1.0763,19.03,13.45,,189.22
2019-02-15,71.33,50.951,53.86,70.923,10.8,80.254,91.917,9.0877,0.005097,66.7136,0.0633,17.424,8.2602,48.968,7.6929,52.545,2.2811,2.3152,5.0701,19.42,1.85,19.27,10.5223,0.2533,19.7,0.6002,3.7069,1.3626,0.4596,18.6,1.0754,19.01,13.53,,189.087
2019-02-14,71.02,50.438,53.405,70.65,10.7518,81.003,90.957,9.0489,0.005088,66.8407,0.063,17.427,8.212,48.556,7.6436,52.282,2.2668,2.3138,5.0262,19.33,1.86,19.07,10.4871,0.2519,19.52,0.5976,3.6867,1.3577,0.4596,18.53,1.0649,18.93,13.47,,188.34
2019-02-13,70.875,50.233,53.472,70.21,10.6943,80.926,91.025,9.0296,0.005097,0.654,0.0629,17.2945,8.1818,48.173,7.6458,52.114,2.2568,2.3032,5.0395,19.29,1.86,18.88,10.4839,0.2501,19.42,0.5894,3.6467,1.3553,0.4621,18.4,1.0651,18.9,13.41,,187.894
2019-02-12,70.535,50.027,53.286,70.061,10.7023,80.886,90.913,8.9861,0.005073,65.3877,0.0628,17.4685,8.1538,47.509,7.6166,51.998,2.2535,2.2982,5.122,19.2,1.86,19.01,10.4126,0.2511,19.39,0.5839,3.6631,1.3541,0.462,18.46,1.0701,18.81,13.43,,186.988
2019-02-11,71.14,50.211,53.471,70.84,10.7481,80.89,91.395,9.0632,0.0051,64.2951,0.0631,17.4895,8.161,47.891,7.643,52.252,2.262,2.2897,5.152,19.36,1.88,18.93,10.4735,0.2507,19.5,0.5872,3.6853,1.3618,0.4599,18.55,1.0808,18.97,13.48,,188.574
2019-02-08,71.175,50.431,53.604,71.132,10.7946,80.943,92.124,9.0679,0.005111,63.3304,0.0632,17.501,8.2415,48.014,7.6741,52.447,2.2602,2.3039,5.2236,19.37,1.88,19.09,10.5526,0.2527,19.55,0.5899,3.7308,1.3648,0.4634,18.69,1.0869,18.98,13.56,,188.648
2019-02-07,71.3,50.609,53.583,71.112,10.8319,80.885,92.335,9.0841,0.005097,63.4056,0.0633,17.479,8.2942,48.127,7.6972,52.547,2.2824,2.3085,5.2312,19.41,1.89,19.18,10.5711,0.2535,19.61,0.5928,3.734,1.368,0.4613,18.77,1.0801,19.01,13.54,,189.088
2019-02-06,71.55,50.815,54.147,71.347,10.8889,81.121,92.516,9.1174,0.005096,63.2027,0.0637,17.474,8.375,48.478,7.7732,52.75,2.2889,2.3133,5.2807,19.48,1.91,19.35,10.6082,0.2551,19.75,0.5937,3.7446,1.3675,0.4613,18.92,1.0863,19.08,13.72,,189.666
2019-02-05,71.53,51.738,54.495,71.513,10.9263,81.179,92.561,9.1159,0.005109,0.6337,0.064,17.518,8.4306,49.313,7.8474,52.899,2.2889,2.323,5.3477,19.47,1.92,19.49,10.6052,0.2569,19.81,0.5959,3.7576,1.3679,0.4635,19.03,1.09,19.07,13.76,,189.613
2019-02-04,71.71,51.796,54.697,71.836,10.9826,80.707,93.461,9.1375,0.00509,63.3817,0.064,17.44,8.4759,49.373,7.8794,53.011,2.2917,2.3266,5.344,19.52,1.93,19.55,10.6319,0.2582,19.85,0.5988,3.7521,1.3685,0.4645,19.14,1.0938,19.12,13.74,,190.1
2019-02-01,71.435,51.765,54.531,71.743,10.9589,80.957,93.403,9.1017,0.005089,63.5537,0.0637,17.324,8.4645,49.276,7.8802,52.913,2.2815,2.329,5.3617,19.44,1.92,19.52,10.5911,0.2577,19.64,0.5965,3.7393,1.3652,0.4622,19.08,1.091,19.05,13.72,,189.358
2019-01-31,70.96,51.616,54.081,71.359,10.8782,81.422,92.994,9.0418,0.005083,63.7612,0.0637,17.3425,8.4169,49.083,7.8426,52.737,2.2736,2.3209,5.3532,19.31,1.9,19.47,10.5898,0.2571,19.54,0.5904,3.714,1.361,0.458,19.06,1.0856,18.92,13.74,,188.087
2019-01-30,71.235,51.606,54.175,71.64,10.9515,80.229,93.412,9.0805,0.005093,63.7806,0.064,17.3615,8.4544,49.106,7.8758,52.872,2.2784,2.3112,5.3439,19.39,1.9,19.33,10.6059,0.2591,19.48,0.596,3.7231,1.3657,0.4569,19.08,1.0894,18.99,13.63,,188.802
2019-01-29,71.39,51.058,53.804,71.778,10.9286,80.067,93.265,9.0973,0.005093,63.898,0.0638,17.292,8.4011,48.795,7.872,52.803,2.2703,2.3189,5.25,19.43,1.9,19.19,10.6031,0.2574,19.4,0.5958,3.7584,1.3607,0.4569,19.01,1.0813,19.04,13.44,,189.226
2019-01-28,71.07,50.914,53.601,71.644,10.8761,79.227,93.508,9.0567,0.005116,0.6392,0.0635,17.188,8.3491,48.548,7.8495,52.535,2.254,2.3188,5.2001,19.34,1.91,18.89,10.5362,0.256,19.34,0.5937,3.7325,1.353,0.4548,18.92,1.0731,18.95,13.34,,188.5045
2019-01-25,70.9,50.899,53.639,71.371,10.8302,79.858,93.554,9.0353,0.005067,63.9279,0.0633,17.1375,8.3313,48.489,7.8356,52.369,2.2487,2.3078,5.2058,19.3,1.91,18.8,10.508,0.2546,19.36,0.5928,3.7341,1.3491,0.4546,18.87,1.0744,18.9,13.46,,188.0535
2019-01-24,71.0,50.36,53.188,71.249,10.7476,79.371,92.741,9.0478,0.005054,64.1736,0.0628,17.206,8.2674,48.017,7.8143,52.169,2.2397,2.3077,5.1746,19.33,1.9,18.82,10.4588,0.2518,19.26,0.5898,3.7332,1.344,0.453,18.72,1.0801,18.93,13.49,,188.319
2019-01-23,71.19,50.83,53.366,71.57,10.8488,79.601,93.011,9.0725,0.005068,63.7786,0.0631,17.244,8.3117,48.321,7.8952,52.39,2.2464,2.2995,5.1522,19.38,1.9,18.9,10.4815,0.2547,19.37,0.5914,3.741,1.3511,0.4561,18.89,1.077,18.98,13.47,,188.823
2019-01-22,71.26,50.744,53.362,71.46,10.839,79.778,92.304,9.0815,0.00503,63.4239,0.0629,17.31,8.2851,48.108,7.8948,52.407,2.2423,2.3072,5.1007,19.4,1.9,18.68,10.4671,0.2545,19.36,0.59,3.7175,1.3497,0.4569,18.89,1.0716,19.0,13.34,,189.0185
2019-01-21,71.188,50.948,53.557,71.384,10.834,79.998,91.747,9.0723,0.00503,63.5175,0.0627,17.3155,8.3143,47.931,7.896,52.383,2.238,2.3066,5.1486,19.38,1.88,18.96,10.4719,0.2549,19.26,0.5871,3.7142,1.3496,0.4569,18.89,1.0722,18.98,13.37,,188.8275
2019-01-18,71.21,51.029,53.707,71.517,10.8373,80.396,91.656,9.0776,0.005024,0.6354,0.0632,17.2725,8.3225,48.017,7.8887,52.412,2.2428,2.3038,5.1441,19.38,1.89,18.98,10.5046,0.2545,19.3,0.5876,3.7317,1.3525,0.4575,18.87,1.0761,18.99,13.36,,188.886
2019-01-17,71.05,51.089,53.514,71.457,10.8384,79.525,92.246,9.0584,0.005051,63.5374,0.0632,17.272,8.31,48.058,7.8765,52.42,2.2371,2.3071,5.1772,19.34,1.89,18.94,10.4849,0.2533,19.25,0.5875,3.7359,1.3546,0.4569,18.88,1.0706,18.94,13.29,,188.4365
2019-01-16,70.98,50.857,53.55,71.679,10.8302,79.561,91.416,9.0484,0.005055,63.0536,0.0633,17.318,8.3116,48.096,7.8866,52.378,2.2377,2.3071,5.1847,19.32,1.89,19.0,10.5051,0.2516,19.25,0.5838,3.7572,1.3604,0.4562,18.89,1.0703,18.92,13.3,,188.276
2019-01-15,71.1,51.192,53.598,71.978,10.8699,79.907,91.408,9.0634,0.005044,63.0797,0.0633,17.261,8.3229,48.476,7.9287,52.414,2.2285,2.3039,5.1752,19.36,1.92,19.13,10.5162,0.2512,19.32,0.586,3.7429,1.366,0.4554,18.91,1.0608,18.95,13.05,,188.5945
2019-01-14,70.76,50.905,53.259,72.138,10.8701,79.752,91.006,9.0215,0.005047,62.9875,0.063,17.1875,8.2768,48.276,7.9065,52.277,2.2161,2.3037,5.138,19.27,1.91,19.13,10.455,0.2522,19.32,0.5864,3.7274,1.3557,0.4536,18.91,1.0558,18.86,13.0,,187.692
2019-01-11,70.399,50.759,53.067,71.528,10.8119,80.066,90.427,8.9779,0.005051,63.0642,0.0629,17.186,8.2471,48.103,7.8787,52.023,2.2069,2.3053,5.0884,19.17,1.91,18.97,10.4093,0.2515,19.17,0.5838,3.6779,1.3498,0.4536,18.81,1.0524,18.77,12.91,,186.7335
2019-01-10,70.42,50.59,53.203,71.536,10.8457,79.923,89.752,8.9821,0.005053,0.6311,0.0629,17.149,8.305,47.745,7.9079,52.071,2.2054,2.2936,5.0827,19.17,1.89,18.98,10.3734,0.252,19.19,0.5882,3.6814,1.348,0.4564,18.85,1.053,18.77,13.0,,186.7905
2019-01-09,70.56,50.584,53.42,72.413,10.9057,80.22,90.212,9.0013,0.005051,63.108,0.063,17.0325,8.3323,47.903,7.9568,52.135,2.2085,2.2859,5.0915,19.21,1.89,19.17,10.3514,0.2534,19.24,0.594,3.6703,1.3504,0.4534,18.94,1.0583,18.81,12.88,,187.162
2019-01-08,70.14,50.066,52.84,71.477,10.7451,81.237,89.184,8.9463,0.00506,63.5628,0.0624,16.963,8.2039,47.155,7.8552,51.644,2.1891,2.2868,5.0211,19.1,1.87,18.89,10.2346,0.2495,18.97,0.5895,3.6219,1.3372,0.4529,18.68,1.0484,18.7,12.8,,186.0575
2019-01-07,69.803,49.872,52.492,71.249,10.7202,81.316,89.166,8.9068,0.005041,63.8041,0.0624,16.8175,8.1814,47.142,7.8467,51.459,2.1848,2.2919,5.0312,19.0,1.87,18.69,10.1888,0.2493,18.82,0.5925,3.6052,1.3312,0.4534,18.64,1.0469,18.61,12.96,,185.165
2019-01-04,69.55,49.45,52.004,70.501,10.6114,81.254,88.497,8.876,0.005022,63.8492,0.0622,16.9205,8.0744,46.814,7.7629,51.168,2.1741,2.2734,4.9813,18.93,1.86,18.72,10.1249,0.247,18.75,0.5906,3.5813,1.3254,0.4546,18.47,1.028,18.54,13.05,,184.4925
2019-01-03,70.11,49.098,51.976,71.058,10.6951,81.656,88.536,8.9521,0.005032,63.5207,0.0622,16.92,8.0679,46.925,7.7879,51.404,2.176,2.2649,4.9018,19.09,1.87,18.66,10.2022,0.2486,18.81,0.597,3.5716,1.3337,0.4546,18.62,1.0202,18.69,12.83,,185.978
2019-01-02,70.0,48.874,51.556,70.692,10.6311,81.785,88.224,8.9335,0.005049,0.6391,0.0624,16.8065,8.0308,46.581,7.7628,51.224,2.1692,2.2584,4.8391,19.06,1.85,18.47,10.2011,0.2464,18.64,0.5944,3.5768,1.3353,0.4547,18.5,1.014,18.66,12.96,,185.6865
2019-01-01,69.453,48.974,50.922,70.754,10.6624,82.335,88.553,8.8673,0.005034,63.9047,0.0624,16.8345,8.0363,46.651,7.8292,50.943,2.167,2.2683,4.8273,18.91,1.84,17.89,10.097,0.2478,18.6,0.5958,3.5343,1.333,0.4564,18.56,0.9962,18.51,13.12,,184.236
2018-12-31,69.57,49.033,51.014,70.874,10.6823,80.599,88.738,8.8817,0.005068,64.0919,0.0624,16.841,8.0515,46.744,7.8575,51.044,2.1512,2.2746,4.844,18.94,1.85,17.92,10.1142,0.2485,18.61,0.5988,3.5408,1.3252,0.4571,18.6,0.998,18.55,13.15,,184.5705
2018-12-28,69.933,49.228,51.278,71.037,10.7131,80.573,88.828,8.9283,0.005042,64.2437,0.0625,16.881,8.0269,46.956,7.8003,51.178,2.1484,2.2745,4.8464,19.04,1.86,18.02,10.1669,0.249,18.58,0.6008,3.5573,1.3314,0.4555,18.61,1.0062,18.64,13.26,,185.532
2018-12-27,70.361,49.473,51.667,71.237,10.7701,80.032,88.929,8.9841,0.005027,64.686,0.0627,16.7755,8.0224,47.173,7.8106,51.33,2.1622,2.2751,4.8545,19.16,1.84,18.16,10.2472,0.2505,18.66,0.6038,3.576,1.3357,0.4527,18.74,1.0126,18.75,13.31,,186.6625
2018-12-26,70.07,49.497,51.628,70.365,10.6511,79.998,88.5,8.9491,0.005016,64.5627,0.0623,16.7405,7.9921,47.157,7.6975,51.074,2.1504,2.2878,4.8122,19.08,1.82,17.87,10.1766,0.2478,18.55,0.5972,3.5199,1.3239,0.4527,18.57,1.0199,18.68,13.28,,185.8895
2018-12-25,70.05,49.28,51.545,71.02,10.6846,79.952,88.826,8.9405,0.005022,0.6486,0.0622,16.7535,7.9852,47.119,7.7362,51.018,2.1488,2.2856,4.7934,19.07,1.84,17.94,10.1712,0.2485,18.53,0.5976,3.5167,1.3223,0.453,18.61,1.0199,18.67,13.19,,185.8215
2018-12-24,70.105,49.47,51.525,71.086,10.7025,78.798,89.181,8.9494,0.004992,64.8698,0.0623,16.7755,8.014,47.17,7.7501,51.048,2.1578,2.2755,4.8055,19.09,1.85,17.96,10.1615,0.2487,18.6,0.5999,3.5273,1.3234,0.4537,18.67,1.0215,18.69,13.25,,185.985
2018-12-21,70.14,49.308,51.574,70.478,10.6821,79.475,88.574,8.9534,0.005012,64.7873,0.0621,16.7495,8.0045,47.127,7.7565,51.047,2.1482,2.2734,4.7919,19.1,1.85,17.97,10.1556,0.2476,18.62,0.5988,3.5154,1.3251,0.4541,18.59,1.0178,18.7,13.19,,186.0775
2018-12-20,69.98,49.737,51.802,70.833,10.7249,80.278,88.538,8.9348,0.005011,64.4281,0.0623,16.817,8.0595,47.418,7.7962,51.052,2.1427,2.2753,4.8597,19.05,1.84,18.21,10.1639,0.2492,18.58,0.5877,3.5193,1.3172,0.4524,18.69,1.024,18.65,13.29,,185.6515
2018-12-19,70.279,49.935,52.116,70.66,10.7033,79.896,88.579,8.9768,0.005021,64.1833,0.0621,16.9045,8.0605,47.547,7.7258,51.206,2.1459,2.2767,4.8867,19.13,1.83,18.03,10.1968,0.2477,18.68,0.5768,3.4937,1.3246,0.4512,18.65,1.0417,18.73,13.3,,186.4155
2018-12-18,70.62,50.698,52.447,71.143,10.7411,80.199,89.265,9.0303,0.005012,64.3452,0.0626,17.1275,8.0883,48.353,7.7861,51.536,2.1589,2.2763,4.9196,19.23,1.85,18.05,10.2421,0.249,18.78,0.5772,3.5168,1.3317,0.4512,18.72,1.0473,18.83,13.21,,187.321
2018-12-17,71.61,51.409,53.42,72.115,10.8793,80.117,90.395,9.1642,0.005003,0.6416,0.0633,17.183,8.2815,48.702,7.9052,52.161,2.1839,2.2765,4.9741,19.5,1.87,18.36,10.3825,0.2512,19.0,0.5837,3.5667,1.3529,0.453,18.97,1.0734,19.09,13.34,,189.947
2018-12-14,71.92,51.603,53.732,72.064,10.8889,80.63,90.477,9.2031,0.004987,64.3239,0.0634,17.1125,8.3476,48.884,7.938,52.227,2.1907,2.2919,4.9941,19.58,1.89,18.36,10.4116,0.2512,19.08,0.5832,3.5532,1.3546,0.4539,18.95,1.0762,19.17,13.41,,190.7695
2018-12-13,71.53,51.68,53.572,71.948,10.8827,81.161,90.509,9.1541,0.004978,64.1514,0.0635,17.164,8.3585,49.055,7.8981,52.16,2.1822,2.322,5.0437,19.47,1.89,18.38,10.3944,0.2511,19.0,0.5796,3.521,1.3588,0.4534,18.91,1.0798,19.07,13.4,,189.745
2018-12-12,71.84,51.854,53.809,72.306,10.9399,81.205,90.7,9.1931,0.004978,63.9372,0.0638,17.276,8.3817,49.275,7.9058,52.346,2.1929,2.3308,5.09,19.56,1.91,18.63,10.4419,0.2529,19.16,0.5826,3.5777,1.3658,0.4537,19.03,1.0815,19.15,13.43,,190.5675
2018-12-11,72.291,52.073,53.988,72.771,10.9571,81.995,90.241,9.2455,0.005004,63.9375,0.0639,17.3805,8.4269,49.725,7.9532,52.627,2.202,2.3197,5.0403,19.68,1.91,18.52,10.4769,0.2527,19.27,0.5835,3.5777,1.3719,0.4495,19.02,1.0885,19.27,13.47,,191.7625
2018-12-10,72.52,52.127,54.14,73.219,11.0313,82.181,91.058,9.2774,0.00504,64.1201,0.0642,17.0095,8.4688,49.828,7.9733,52.763,2.2046,2.334,5.0422,19.74,1.93,18.51,10.4923,0.2545,19.37,0.5874,3.5707,1.372,0.4495,19.17,1.0875,19.33,13.62,,192.353
2018-12-07,70.86,51.005,53.194,71.54,10.7973,81.445,90.164,9.0645,0.005004,0.6411,0.0629,17.0125,8.3374,48.667,7.8369,51.717,2.1564,2.3434,5.0037,19.29,1.9,18.13,10.3058,0.2495,18.98,0.5815,3.4964,1.3435,0.4525,18.8,1.0669,18.89,13.36,,187.9525
2018-12-06,70.85,51.253,52.952,71.36,10.795,81.762,90.548,9.0696,0.005027,64.1018,0.0633,16.986,8.3159,48.717,7.8827,51.736,2.1561,2.3454,5.0431,19.29,1.88,18.26,10.2939,0.2495,18.95,0.5831,3.4813,1.3424,0.4527,18.83,1.0582,18.89,13.27,,187.941
2018-12-05,70.56,51.276,52.834,70.723,10.7235,81.969,89.817,9.0297,0.005066,63.7965,0.0633,17.0055,8.299,48.675,7.8584,51.618,2.1551,2.2906,5.0964,19.21,1.88,18.24,10.2907,0.2475,18.93,0.575,3.4417,1.3379,0.4526,18.69,1.0602,18.81,13.25,,187.184
2018-12-04,70.53,51.748,53.174,70.707,10.7173,81.721,89.687,9.0367,0.005048,63.9699,0.0634,16.9105,8.2924,48.87,7.8199,51.664,2.153,2.2972,5.0906,19.2,1.89,18.31,10.3155,0.2472,18.88,0.5731,3.4382,1.3372,0.4515,18.69,1.0547,18.8,13.09,,187.092
2018-12-03,70.44,51.801,53.376,70.595,10.715,82.143,89.601,9.0116,0.005065,64.0723,0.0634,16.6445,8.2599,48.801,7.8152,51.517,2.1475,2.2907,5.1449,19.18,1.93,18.33,10.2339,0.2479,18.91,0.5729,3.4593,1.3419,0.4537,18.7,1.0591,18.77,13.42,,186.8735
2018-11-30,69.65,50.942,52.384,69.727,10.5608,82.234,88.826,8.9012,0.005064,64.0028,0.0621,16.672,8.1053,47.933,7.6483,50.76,2.1126,2.292,5.022,18.96,1.85,18.01,10.0065,0.2436,18.74,0.5655,3.4133,1.3289,0.4537,18.37,1.0381,18.56,13.36,,184.7775
2018-11-29,69.78,51.058,52.533,70.067,10.6513,82.755,89.25,8.9198,0.005088,0.6415,0.0624,16.819,8.1752,47.855,7.6966,50.918,2.1204,2.2967,5.1053,19.0,1.85,18.11,10.0511,0.2457,18.82,0.5587,3.4476,1.3317,0.4555,18.55,1.0529,18.6,13.52,,185.1275
2018-11-28,70.64,51.581,53.225,71.081,10.7573,83.345,90.576,9.0255,0.005063,64.2623,0.0628,16.894,8.2545,48.537,7.8165,51.455,2.1465,2.2574,5.1283,19.23,1.84,18.34,10.1584,0.2481,19.0,0.5695,3.4804,1.3456,0.4534,18.73,1.0531,18.83,13.53,,187.409
2018-11-27,70.785,51.124,53.242,70.863,10.7079,83.349,90.223,9.0434,0.005086,63.7002,0.0626,16.9105,8.2264,48.048,7.7725,51.379,2.1418,2.2692,5.082,19.27,1.84,18.27,10.1827,0.2467,18.95,0.5645,3.4566,1.347,0.4561,18.62,1.055,18.87,13.43,,187.7935
2018-11-26,70.82,51.125,53.441,70.923,10.75,82.467,90.87,9.0508,0.005083,63.7301,0.0626,16.8465,8.2474,47.949,7.7873,51.489,2.1435,2.2915,5.094,19.28,1.81,17.97,10.2035,0.248,19.06,0.5689,3.435,1.349,0.4567,18.67,1.0549,18.88,13.5,,187.8865
2018-11-23,70.655,51.108,53.377,70.889,10.7337,83.784,90.517,9.0275,0.005096,63.6434,0.0623,16.847,8.2193,47.911,7.7703,51.387,2.1359,2.2902,5.0982,19.24,1.88,18.46,10.1684,0.2484,18.91,0.5711,3.4617,1.3484,0.4531,18.66,1.0671,18.83,13.36,,187.4485
2018-11-22,70.69,51.275,53.602,71.041,10.8013,83.637,91.014,9.0267,0.005071,63.4653,0.0622,16.9995,8.2848,48.169,7.819,51.48,2.1434,2.294,5.1406,19.25,1.94,18.58,10.1977,0.2509,18.91,0.5726,3.4801,1.3512,0.4533,18.77,1.077,18.84,13.35,,187.529
2018-11-21,71.305,51.771,53.888,71.674,10.8784,83.571,91.086,9.1021,0.005097,0.6353,0.0631,17.0495,8.3605,48.722,7.8853,51.946,2.168,2.2837,5.1181,19.41,1.97,18.78,10.2938,0.2523,19.13,0.575,3.5219,1.3666,0.4531,18.87,1.0849,19.0,13.43,,189.1455
2018-11-20,71.43,51.515,53.683,71.788,10.8816,83.465,91.318,9.1209,0.005139,63.4737,0.0631,17.0925,8.3205,48.508,7.8549,51.955,2.1652,2.2896,5.0671,19.45,1.97,19.01,10.2847,0.2526,19.14,0.576,3.5085,1.3615,0.4566,18.84,1.0796,19.04,13.28,,189.495
2018-11-19,71.61,52.222,54.372,72.075,10.9891,83.775,92.005,9.1424,0.005085,63.5572,0.0636,17.1705,8.4465,48.967,7.953,52.206,2.174,2.3107,5.1039,19.5,1.99,19.06,10.3155,0.2552,19.34,0.5825,3.5138,1.3638,0.4585,18.94,1.0913,19.09,13.49,,189.9345
2018-11-16,71.98,52.786,54.754,71.987,11.0138,83.28,92.394,9.1929,0.005096,63.1145,0.0641,17.1535,8.5279,49.508,7.9927,52.452,2.1915,2.307,5.1331,19.6,2.0,19.23,10.3748,0.2555,19.44,0.5846,3.5721,1.3691,0.4579,19.05,1.0909,19.18,13.5,,190.9385
2018-11-15,71.915,52.307,54.572,71.408,10.9173,83.405,91.858,9.1843,0.005097,63.0243,0.0637,17.233,8.4712,49.111,7.9342,52.307,2.1825,2.3171,5.0727,19.58,2.0,19.0,10.3635,0.253,19.39,0.5803,3.5545,1.3653,0.4571,19.01,1.0917,19.17,13.45,,190.751
2018-11-14,72.31,52.305,54.619,71.893,10.9561,84.35,93.953,9.2326,0.005085,63.2438,0.0638,17.314,8.4999,49.163,7.9591,52.431,2.1946,2.338,5.0225,19.69,2.01,19.11,10.4035,0.2536,19.58,0.5825,3.5429,1.361,0.4578,19.03,1.0778,19.27,13.24,,191.766
2018-11-13,72.615,52.403,54.862,72.111,10.9852,84.316,94.153,9.2724,0.00508,0.6386,0.0642,17.3975,8.5467,49.124,8.0201,52.652,2.2045,2.3346,5.0229,19.77,2.02,19.09,10.4392,0.2539,19.68,0.5843,3.5434,1.3684,0.4585,19.1,1.066,19.36,13.26,,192.6385
2018-11-12,72.86,52.244,55.005,72.07,10.9547,84.471,93.59,9.2995,0.005041,63.8444,0.0639,17.3415,8.5516,48.889,7.9639,52.627,2.1966,2.3418,5.0301,19.84,2.05,19.34,10.4631,0.2538,19.72,0.5901,3.5773,1.3688,0.4591,18.99,1.0732,19.42,13.32,,193.304
2018-11-09,72.48,52.356,54.863,72.084,11.0136,84.195,94.029,9.2529,0.005057,63.8387,0.064,17.38,8.5915,48.844,7.9824,52.554,2.1924,2.3527,5.0594,19.73,2.05,19.41,10.4186,0.2555,19.73,0.5933,3.5987,1.3656,0.4604,19.16,1.0666,19.32,13.27,,192.2955
2018-11-08,72.38,52.512,55.021,71.948,11.0258,84.621,94.522,9.2466,0.005059,64.0988,0.0645,17.393,8.643,48.886,8.025,52.613,2.1953,2.3553,5.1205,19.71,2.04,19.25,10.4377,0.2562,19.65,0.5947,3.5838,1.3684,0.4591,19.21,1.0818,19.3,13.25,,192.0305
2018-11-07,72.45,52.693,55.255,72.284,11.0939,85.015,95.07,9.251,0.005035,64.1685,0.0648,17.4725,8.6773,49.183,8.0269,52.808,2.2075,2.3541,5.2104,19.72,2.03,19.41,10.4696,0.2576,19.76,0.5995,3.6459,1.3749,0.4567,19.3,1.0938,19.31,13.51,,192.1955
2018-11-06,72.955,52.86,55.589,72.773,11.1744,85.392,95.543,9.3144,0.005039,64.5625,0.065,17.502,8.7238,49.157,8.0672,53.118,2.2168,2.3577,5.1711,19.86,2.05,19.4,10.5434,0.2589,19.79,0.6045,3.6984,1.3761,0.4547,19.37,1.1031,19.45,13.62,,193.535
2018-11-05,73.08,52.68,55.744,72.739,11.1742,85.096,95.275,9.3308,0.005012,0.6364,0.0652,17.403,8.7393,48.686,8.0692,53.147,2.2193,2.3691,5.1628,19.9,2.05,19.61,10.5519,0.2589,19.81,0.6045,3.6747,1.372,0.4566,19.36,1.1062,19.48,13.76,,193.867
2018-11-02,72.44,52.131,55.26,72.18,11.0573,85.854,93.948,9.2659,0.005034,63.6821,0.0647,17.575,8.657,48.252,7.9956,52.685,2.2052,2.3706,5.064,19.72,2.04,19.6,10.5127,0.2563,19.62,0.5964,3.616,1.3632,0.4498,19.15,1.0951,19.31,13.34,,192.169
2018-11-01,73.455,52.921,56.141,73.301,11.2326,85.536,95.558,9.3754,0.005032,63.9432,0.0653,17.6745,8.794,48.884,8.1238,53.37,2.2327,2.3798,5.0983,20.0,2.06,19.83,10.6098,0.2596,19.85,0.6069,3.6442,1.3793,0.4486,19.38,1.1185,19.58,13.33,,194.8975
2018-10-31,73.96,52.305,56.224,73.333,11.2108,85.4205,94.405,9.4308,0.005029,63.3213,0.0647,17.6185,8.7665,48.2,8.068,53.376,2.2331,2.3671,5.0008,20.14,2.06,19.87,10.6026,0.2577,19.89,0.6076,3.6362,1.3845,0.4512,19.27,1.1226,19.72,13.25,,196.2375
2018-10-30,73.68,52.343,56.214,73.302,11.2001,85.1155,93.59,9.3923,0.005053,63.1672,0.0646,17.5595,8.7569,48.29,8.0302,53.2,2.2153,2.3893,5.0479,20.06,2.01,19.93,10.5753,0.2575,19.85,0.607,3.6745,1.3754,0.4484,19.31,1.1253,19.64,13.46,,195.495
2018-10-29,73.4,51.758,55.883,73.26,11.1857,85.0125,93.887,9.3578,0.005001,62.6315,0.0641,17.5955,8.7449,47.876,8.0207,53.048,2.2055,2.3899,4.986,19.98,1.99,19.74,10.5431,0.257,19.78,0.6071,3.6586,1.3692,0.4484,19.28,1.1149,19.57,13.2,,194.7515
2018-10-26,73.46,52.109,56.046,73.669,11.2253,84.781,94.25,9.3683,0.005012,0.6221,0.0644,17.5635,8.7959,47.834,8.0439,53.234,2.2216,2.38,5.0308,20.0,1.99,20.17,10.5797,0.2583,19.89,0.6101,3.7942,1.3719,0.451,19.43,1.1182,19.58,13.13,,194.911
2018-10-25,73.23,51.832,56.025,73.256,11.1602,84.1855,93.831,9.3381,0.005021,62.1894,0.0643,17.576,8.7772,47.782,8.0358,53.031,2.2238,2.367,5.0098,19.94,1.99,19.76,10.5382,0.2571,19.82,0.6085,3.7572,1.3643,0.4465,19.33,1.116,19.52,13.0,,194.3005
2018-10-24,73.23,51.679,56.098,73.384,11.1791,84.2135,94.307,9.3381,0.004998,62.2428,0.0642,17.6655,8.7686,47.819,8.025,53.032,2.2235,2.3714,5.0286,19.94,1.98,19.61,10.5458,0.2579,19.87,0.6085,3.7344,1.3606,0.4468,19.34,1.1155,19.52,12.84,,194.2805
2018-10-23,73.55,52.103,56.212,73.92,11.3069,84.4325,95.47,9.3817,0.005002,62.4366,0.0647,17.6805,8.8712,48.182,8.1489,53.357,2.2397,2.3649,5.1597,20.02,2.01,19.91,10.6006,0.2611,20.03,0.6199,3.8114,1.3677,0.4462,19.63,1.1226,19.6,12.84,,195.098
2018-10-22,73.56,52.07,56.148,73.852,11.3022,84.177,95.335,9.3825,0.004998,62.5001,0.0648,17.6465,8.909,48.252,8.1723,53.303,2.2426,2.3626,5.137,20.03,2.02,19.96,10.5881,0.2613,20.09,0.6229,3.79,1.366,0.444,19.65,1.1281,19.6,12.98,,195.1245
